公司,年月,TCRI,總分,CFO,CFO不一致,利息支出率,資產報酬%,營業利益%,借款息%,平均收款天增減,平均售貨天增減,借款依存度%,營收,TSE產業別,c_0,c_1,c_2,c_3,c_4
1321 大洋,2010/12/31,6.0,400.0,-2.18,0,0.14,-1.31,-1.43,1.22,-5.0,0.0,32.0,61.0,3,0.0,0.0,0.0,0.0,0.0
1323 永裕,2010/12/31,6.0,543.0,3.3,0,1.01,8.84,11.01,2.53,-6.0,-4.0,83.0,26.0,3,6.0,4.794563161739473e-17,1.0250835735803319e-09,3.121401432924502e-22,2.5155040471957172e-14
1326 台化,2010/12/31,2.0,892.0,683.82,0,0.56,11.54,10.93,1.65,3.0,-14.0,37.0,3837.0,3,0.0,0.0,0.0,0.0,0.0
1413 宏洲,2010/12/31,7.0,449.0,3.59,0,0.32,4.51,3.29,2.58,-1.0,-2.0,30.0,43.0,4,0.0,0.0,0.0,0.0,0.0
1414 東和,2010/12/31,6.0,419.0,2.35,0,1.11,4.44,11.39,1.09,28.0,113.0,48.0,14.0,4,0.0,0.0,0.0,0.0,0.0
1432 大魯閣,2010/12/31,8.0,678.0,12.04,0,0.64,40.07,33.98,1.81,-35.0,-200.0,68.0,25.0,18,0.0,0.0,0.0,0.0,0.0
1442 名軒,2010/12/31,6.0,303.0,-17.95,1,3.11,7.86,29.58,1.81,2.0,926.0,145.0,15.0,14,0.0,0.0,0.0,0.0,0.0
1447 力鵬,2010/12/31,5.0,682.0,10.71,0,0.28,5.45,3.9,1.6,9.0,-5.0,38.0,241.0,4,0.0,0.0,0.0,0.0,0.0
1449 佳和,2010/12/31,0.0,-364.0,-0.06,0,2.43,-3.98,-7.01,3.19,-2.0,-10.0,375.0,45.0,4,0.0,0.0,0.0,0.0,0.0
1451 年興,2010/12/31,4.0,674.0,19.77,0,0.17,8.6,4.54,1.72,0.0,-15.0,7.0,129.0,4,0.0,0.0,0.0,0.0,0.0
1452 宏益,2010/12/31,5.0,547.0,1.43,0,0.01,6.69,6.93,0.0,-4.0,-5.0,0.0,22.0,4,0.0,0.0,0.0,0.0,0.0
1453 大將,2010/12/31,7.0,224.0,0.1,0,1.46,2.4,4.06,2.13,7.0,-94.0,51.0,5.0,4,0.0,0.0,0.0,0.0,0.0
1456 怡華,2010/12/31,0.0,-445.0,-1.38,0,2.46,-3.89,-6.4,3.24,-1.0,-36.0,394.0,22.0,4,0.0,0.0,0.0,0.0,0.0
1457 宜進,2010/12/31,7.0,471.0,2.89,0,0.96,3.62,2.6,2.3,-1.0,-15.0,50.0,50.0,4,0.0,0.0,0.0,0.0,0.0
1472 三洋紡,2010/12/31,9.0,194.0,0.24,0,1.09,-1.56,0.68,2.32,-6.0,-49.0,123.0,15.0,4,0.0,0.0,0.0,0.0,0.0
1475 本盟,2010/12/31,9.0,-389.0,0.0,0,2.99,-5.74,-6.69,3.89,-60.0,-29.0,340.0,12.0,4,9.461092531637404e-08,0.9873787760734558,0.012621764093637466,1.8794782220172087e-18,0.9999992847442628
1477 聚陽,2010/12/31,3.0,769.0,11.34,0,0.22,16.15,9.44,5.38,3.0,10.0,13.0,141.0,4,0.0,0.0,0.0,0.0,0.0
1503 士電,2010/12/31,4.0,627.0,11.6,0,0.12,3.56,6.72,0.75,9.0,-27.0,18.0,185.0,5,0.0,0.0,0.0,0.0,0.0
1506 正道,2010/12/31,8.0,176.0,-0.27,0,2.65,-2.39,-1.45,5.01,-8.0,-56.0,47.0,15.0,5,9.946012496948242,1.8495717110655896e-12,2.006907197937835e-05,1.8376314100909182e-22,0.05396762490272522
1507 永大,2010/12/31,4.0,702.0,17.45,0,0.04,7.92,12.27,2.09,-10.0,-17.0,2.0,134.0,5,7.998771667480469,3.022174931100949e-14,0.0012285194825381036,1.4815522763596422e-17,4.717190180136832e-12
1513 中興電,2010/12/31,5.0,561.0,5.83,0,0.2,4.34,5.95,1.07,-7.0,-15.0,21.0,103.0,5,0.0,0.0,0.0,0.0,0.0
1515 力山,2010/12/31,6.0,443.0,1.41,0,1.25,3.31,6.38,2.52,-4.0,-16.0,70.0,34.0,5,0.0,0.0,0.0,0.0,0.0
1516 川飛,2010/12/31,9.0,348.0,0.74,0,0.2,-7.17,-57.87,0.0,-9.0,1.0,0.0,1.0,20,0.0,0.0,0.0,0.0,0.0
1521 大億,2010/12/31,4.0,666.0,5.02,0,0.07,13.45,9.02,1.45,-2.0,-13.0,13.0,39.0,5,0.0,0.0,0.0,0.0,0.0
1525 江申,2010/12/31,6.0,571.0,2.27,0,0.0,12.2,4.77,0.0,0.0,-20.0,0.0,12.0,5,0.0,0.0,0.0,0.0,0.0
1529 樂士,2010/12/31,9.0,19.0,-1.74,0,4.99,-44.28,-114.95,3.75,213.0,-373.0,32.0,2.0,5,0.0,0.0,0.0,0.0,0.0
1532 勤美,2010/12/31,7.0,568.0,-4.91,1,1.25,5.19,12.87,1.78,6.0,39.0,81.0,165.0,5,0.0,0.0,0.0,0.0,0.0
1535 中宇,2010/12/31,4.0,713.0,11.63,0,0.0,11.94,6.07,0.9,-6.0,-22.0,0.0,75.0,5,0.0,0.0,0.0,0.0,0.0
1538 正峰新,2010/12/31,7.0,300.0,0.93,0,1.48,0.93,-6.4,2.35,-101.0,-24.0,53.0,12.0,5,1.0000001192092896,2.1701507257887442e-09,0.9999998807907104,1.377268425395e-16,5.716628125734813e-12
1539 巨庭,2010/12/31,7.0,201.0,0.3,0,0.78,-3.26,2.12,1.83,-39.0,-58.0,87.0,13.0,5,0.0,0.0,0.0,0.0,0.0
1558 伸興,2010/12/31,4.0,793.0,7.36,0,0.01,22.15,17.51,0.91,-15.0,1.0,8.0,45.0,5,0.0,0.0,0.0,0.0,0.0
1560 中砂,2010/12/31,5.0,508.0,7.38,0,0.15,5.03,8.15,0.74,-11.0,-6.0,18.0,33.0,5,0.0,0.0,0.0,0.0,0.0
1583 程泰,2010/12/31,6.0,450.0,2.43,0,0.53,5.71,11.32,1.31,-65.0,-205.0,73.0,52.0,5,0.0,0.0,0.0,0.0,0.0
1611 中電,2010/12/31,5.0,626.0,0.34,0,0.32,6.44,7.73,2.29,-19.0,-22.0,21.0,64.0,6,0.0,0.0,0.0,0.0,0.0
1612 宏泰,2010/12/31,4.0,552.0,4.94,0,0.02,4.86,4.34,1.26,3.0,-6.0,1.0,59.0,6,0.0,0.0,0.0,0.0,0.0
1614 三洋電,2010/12/31,4.0,580.0,2.62,0,0.02,4.81,5.29,1.85,-1.0,0.0,6.0,71.0,6,0.0,0.0,0.0,0.0,0.0
1618 合機,2010/12/31,6.0,449.0,3.04,0,0.15,1.86,1.51,2.16,1.0,-13.0,1.0,37.0,6,0.0,0.0,0.0,0.0,0.0
1701 中化,2010/12/31,6.0,452.0,3.76,0,0.31,5.01,6.59,1.03,-8.0,2.0,33.0,46.0,22,0.0,0.0,0.0,0.0,0.0
1707 葡萄王,2010/12/31,5.0,720.0,6.84,0,0.18,17.63,20.3,3.43,-2.0,13.0,4.0,33.0,22,0.0,0.0,0.0,0.0,0.0
1718 中纖,2010/12/31,7.0,686.0,48.93,0,0.44,0.36,6.97,0.74,-10.0,-3.0,50.0,276.0,21,0.0,0.0,0.0,0.0,0.0
1721 三晃,2010/12/31,8.0,263.0,-0.04,0,0.91,-0.2,-0.82,2.42,-8.0,-31.0,87.0,19.0,21,0.0,0.0,0.0,0.0,0.0
1723 中碳,2010/12/31,3.0,875.0,19.99,0,0.02,29.63,25.83,1.79,-2.0,-4.0,4.0,84.0,21,0.0,0.0,0.0,0.0,0.0
1724 台硝,2010/12/31,5.0,456.0,1.66,0,0.12,1.74,9.67,1.18,-16.0,-34.0,13.0,20.0,21,0.0,0.0,0.0,0.0,0.0
1726 永記,2010/12/31,3.0,611.0,2.15,1,0.05,7.66,10.7,2.01,1.0,-19.0,2.0,72.0,21,5.005787372589111,0.0001387124793836847,2.98093843460083,0.01315915584564209,0.9999761581420898
1732 毛寶,2010/12/31,5.0,400.0,0.28,0,0.0,3.63,3.29,0.0,-8.0,-1.0,0.0,7.0,21,0.0,0.0,0.0,0.0,0.0
1733 五鼎,2010/12/31,4.0,697.0,4.66,0,0.01,24.31,34.05,0.0,5.0,-21.0,0.0,18.0,22,0.0,0.0,0.0,0.0,0.0
1762 中化生,2010/12/31,6.0,546.0,2.76,0,0.84,7.43,18.09,2.1,-26.0,-32.0,15.0,12.0,22,0.0,0.0,0.0,0.0,0.0
1786 科妍,2010/12/31,7.0,184.0,0.07,0,2.33,-2.71,-20.81,3.31,11.0,-47.0,33.0,1.0,22,5.706626780010993e-07,0.00214654253795743,0.9978529214859008,2.589309627780011e-15,1.8616064245691172e-10
1805 寶徠,2010/12/31,8.0,170.0,-2.33,0,1.08,-11.02,-31.69,3.51,-9.0,-13.0,85.0,4.0,14,0.0,0.0,0.0,0.0,0.0
1902 台紙,2010/12/31,5.0,627.0,9.34,0,0.4,7.34,9.13,1.5,-3.0,-17.0,21.0,65.0,9,0.0,0.0,0.0,0.0,0.0
1903 士紙,2010/12/31,6.0,378.0,-1.96,0,0.3,-2.32,-7.55,0.73,0.0,-203.0,23.0,22.0,9,0.0,0.0,0.0,0.0,0.0
1904 正隆,2010/12/31,4.0,661.0,27.31,0,1.38,5.11,6.69,3.18,-9.0,-12.0,79.0,387.0,9,38.72104263305664,2.03399395942688,5.239664077758789,0.005792778450995685,3.999504804611206
1905 華紙,2010/12/31,4.0,724.0,14.84,0,0.41,8.3,14.18,2.27,2.0,-22.0,13.0,93.0,9,0.0,0.0,0.0,0.0,0.0
1907 永豐餘,2010/12/31,4.0,598.0,13.3,0,1.07,2.89,2.27,2.02,-11.0,-17.0,90.0,514.0,9,41.72188949584961,2.24989652633667,4.5373945236206055,0.005792778450995685,2.485027551651001
2002 中鋼,2010/12/31,2.0,743.0,464.29,1,0.65,8.46,14.88,1.26,-7.0,-20.0,67.0,3502.0,10,0.0,0.0,0.0,0.0,0.0
2008 高興昌,2010/12/31,9.0,-286.0,-3.15,0,3.08,-6.9,-3.95,3.41,1.0,-14.0,354.0,69.0,10,0.0,0.0,0.0,0.0,0.0
2013 中鋼構,2010/12/31,5.0,558.0,2.52,0,0.06,3.71,1.7,2.22,-17.0,-34.0,11.0,137.0,10,0.0,0.0,0.0,0.0,0.0
2020 美亞,2010/12/31,7.0,538.0,5.98,0,0.69,4.37,3.44,2.33,-8.0,-92.0,47.0,99.0,10,0.0,0.0,0.0,0.0,0.0
2025 千興,2010/12/31,7.0,424.0,3.73,0,0.26,2.97,-4.01,1.91,1.0,-5.0,24.0,44.0,10,0.0,0.0,0.0,0.0,0.0
2027 大成鋼,2010/12/31,7.0,467.0,-30.11,1,1.66,4.17,7.41,3.51,-11.0,-101.0,130.0,330.0,10,0.0,0.0,0.0,0.0,0.0
2028 威致,2010/12/31,8.0,275.0,0.71,0,1.2,-0.92,1.57,2.75,5.0,-20.0,132.0,72.0,10,0.0,0.0,0.0,0.0,0.0
2034 允強,2010/12/31,4.0,607.0,-9.4,1,0.13,5.41,2.36,1.02,-8.0,-17.0,58.0,218.0,10,0.0,0.0,0.0,0.0,0.0
2049 上銀,2010/12/31,4.0,730.0,26.52,0,0.68,14.55,22.5,1.47,-27.0,-62.0,72.0,95.0,5,0.0,0.0,0.0,0.0,0.0
2059 川湖,2010/12/31,4.0,716.0,9.14,0,1.41,13.98,36.4,2.88,-12.0,-20.0,35.0,26.0,28,0.0,0.0,0.0,0.0,0.0
2062 橋椿,2010/12/31,4.0,711.0,8.42,0,0.0,13.62,15.24,0.0,-21.0,-17.0,0.0,50.0,20,0.0,0.0,0.0,0.0,0.0
2103 台橡,2010/12/31,4.0,944.0,34.73,1,0.45,17.52,13.49,2.92,-17.0,-14.0,37.0,367.0,11,0.0,0.0,0.0,0.0,0.0
2104 國際中橡,2010/12/31,4.0,642.0,17.39,0,1.28,1.83,6.74,2.76,-13.0,-36.0,54.0,211.0,11,0.0,0.0,0.0,0.0,0.0
2105 正新,2010/12/31,3.0,809.0,142.34,0,0.73,11.1,11.83,1.78,-2.0,-11.0,98.0,1000.0,11,20.62490463256836,4.1195966332452365e-05,8.534278869628906,1.0000860691070557,2.840691089630127
2204 中華,2010/12/31,4.0,756.0,41.65,0,0.38,5.4,2.89,3.21,0.0,-7.0,10.0,413.0,12,0.0,0.0,0.0,0.0,0.0
2206 三陽工業,2010/12/31,6.0,594.0,0.06,1,1.0,3.09,1.8,2.53,-3.0,-1.0,84.0,318.0,12,0.0,0.0,0.0,0.0,0.0
2301 光寶科,2010/12/31,3.0,774.0,141.61,0,0.21,6.28,6.07,2.1,-7.0,-2.0,27.0,2300.0,25,37.16185760498047,0.9924504160881042,33.05739212036133,1.0000344514846802,1.7882697582244873
2308 台達電,2010/12/31,1.0,899.0,220.07,0,0.13,12.3,10.74,1.03,-11.0,-2.0,22.0,1713.0,28,0.0,0.0,0.0,0.0,0.0
2314 台揚,2010/12/31,5.0,441.0,-5.3,0,0.25,-1.67,-1.56,1.27,-30.0,-4.0,39.0,81.0,27,0.0,0.0,0.0,0.0,0.0
2316 楠梓電,2010/12/31,5.0,523.0,2.49,0,0.3,3.66,-0.09,1.31,-44.0,-8.0,42.0,77.0,28,0.0,0.0,0.0,0.0,0.0
2323 中環,2010/12/31,6.0,483.0,40.72,0,2.08,-7.56,-14.57,2.88,0.0,-18.0,48.0,244.0,26,0.0,0.0,0.0,0.0,0.0
2324 仁寶,2010/12/31,2.0,766.0,227.54,1,0.04,5.78,2.78,1.04,5.0,-5.0,32.0,8870.0,25,0.0,0.0,0.0,0.0,0.0
2330 台積電,2010/12/31,1.0,1020.0,2292.78,0,0.1,24.75,38.2,1.17,1.0,3.0,8.0,4195.0,24,207.1097717285156,5.0084757804870605,109.26962280273438,1.1037887334823608,19.508338928222656
2331 精英,2010/12/31,5.0,644.0,-3.8,0,0.09,-0.36,-0.72,1.35,-2.0,0.0,19.0,679.0,25,0.0,0.0,0.0,0.0,0.0
2332 友訊,2010/12/31,4.0,729.0,10.92,0,0.12,4.78,4.02,2.03,-8.0,-23.0,13.0,339.0,27,0.0,0.0,0.0,0.0,0.0
2337 旺宏,2010/12/31,4.0,922.0,109.3,0,0.06,14.09,29.14,0.72,4.0,-3.0,16.0,280.0,24,0.0,0.0,0.0,0.0,0.0
2338 光罩,2010/12/31,4.0,557.0,9.11,0,0.4,4.51,13.01,1.53,-6.0,2.0,13.0,26.0,24,0.0,0.0,0.0,0.0,0.0
2340 光磊,2010/12/31,5.0,613.0,15.05,0,0.71,6.07,8.32,1.77,-15.0,-31.0,40.0,80.0,26,10.030719757080078,1.2941612794747923e-06,0.9692758917808532,1.3083577624084519e-11,1.0000027418136597
2344 華邦電,2010/12/31,6.0,708.0,116.52,0,1.62,4.93,9.54,2.81,-5.0,2.0,52.0,399.0,24,0.0,0.0,0.0,0.0,0.0
2348 海悅,2010/12/31,0.0,-897.0,-0.33,0,3.79,-21.8,-31.6,3.27,-80.0,0.0,1827.0,4.0,20,0.0,0.0,0.0,0.0,0.0
2353 宏碁,2010/12/31,3.0,755.0,132.38,1,0.16,4.86,3.85,4.75,-8.0,-2.0,29.0,6291.0,25,0.0,0.0,0.0,0.0,0.0
2358 廷鑫,2010/12/31,7.0,415.0,-0.29,0,0.01,1.77,7.55,1.94,24.0,0.0,1.0,9.0,20,0.0,0.0,0.0,0.0,0.0
2371 大同,2010/12/31,6.0,426.0,134.32,0,1.72,-5.64,-8.74,2.71,-23.0,-11.0,117.0,1579.0,5,0.0,0.0,0.0,0.0,0.0
2376 技嘉,2010/12/31,4.0,754.0,6.6,1,0.01,6.05,2.33,2.09,0.0,-6.0,1.0,558.0,25,0.0,0.0,0.0,0.0,0.0
2383 台光電,2010/12/31,5.0,721.0,15.91,0,0.43,11.67,8.6,1.94,-15.0,1.0,57.0,135.0,28,0.0,0.0,0.0,0.0,0.0
2388 威盛,2010/12/31,7.0,274.0,-8.29,0,0.83,-24.58,-49.67,3.24,-10.0,-1.0,6.0,57.0,24,0.0,0.0,0.0,0.0,0.0
2390 云辰,2010/12/31,7.0,239.0,-1.53,0,0.68,-4.52,-8.63,2.3,-11.0,79.0,19.0,12.0,31,0.0,0.0,0.0,0.0,0.0
2392 正崴,2010/12/31,4.0,636.0,6.52,1,0.38,3.57,2.99,1.72,-4.0,-9.0,73.0,570.0,28,23.160654067993164,0.4775013029575348,22.773515701293945,1.0017112493515017,10.586615562438963
2408 南亞科,2010/12/31,7.0,26.0,38.48,0,2.7,-10.56,-15.37,1.84,-4.0,2.0,264.0,571.0,24,0.0,0.0,0.0,0.0,0.0
2409 友達,2010/12/31,4.0,596.0,907.36,0,1.1,0.86,2.65,2.82,6.0,3.0,65.0,4672.0,26,0.0,0.0,0.0,0.0,0.0
2412 中華電,2010/12/31,1.0,935.0,847.37,0,0.05,10.88,28.35,2.83,3.0,-1.0,1.0,2024.0,27,0.0,0.0,0.0,0.0,0.0
2419 仲琦,2010/12/31,6.0,568.0,-1.61,1,0.26,7.33,5.81,2.13,-22.0,-10.0,54.0,70.0,27,15.86093521118164,0.00011518533574417232,5.138949394226074,5.673591804700173e-12,2.591985719391232e-07
2429 銘旺科,2010/12/31,9.0,73.0,-1.45,0,0.72,-17.2,-17.54,2.51,22.0,-5.0,91.0,6.0,28,0.0,0.0,0.0,0.0,0.0
2438 翔耀,2010/12/31,0.0,-120.0,-2.45,0,14.09,0.86,-89.77,3.19,-86.0,-21.0,164.0,2.0,26,0.0,0.0,0.0,0.0,0.0
2439 美律,2010/12/31,4.0,659.0,3.11,0,0.18,8.09,10.07,1.6,-10.0,1.0,15.0,81.0,27,28.0430965423584,0.014203574508428575,4.942718505859375,1.9999819993972776,5.9139985353340314e-08
2444 兆勁,2010/12/31,7.0,250.0,-0.7,0,0.58,-5.62,-6.4,2.16,-9.0,-2.0,63.0,23.0,27,0.0,0.0,0.0,0.0,0.0
2448 晶電,2010/12/31,3.0,800.0,61.31,0,0.62,9.66,29.94,1.7,-1.0,-3.0,20.0,209.0,26,0.0,0.0,0.0,0.0,0.0
2451 創見,2010/12/31,4.0,806.0,31.78,0,0.03,7.81,7.01,2.15,5.0,-16.0,2.0,322.0,24,0.0,0.0,0.0,0.0,0.0
2461 光群雷,2010/12/31,6.0,428.0,2.87,0,0.72,3.26,3.6,2.7,-9.0,-7.0,27.0,33.0,31,1.174293875694275,0.8257061243057251,3.6911468326294994e-10,3.721604901737608e-25,5.760338961260557e-19
2472 立隆電,2010/12/31,6.0,507.0,3.55,0,0.43,4.28,7.18,1.56,-20.0,-21.0,55.0,54.0,28,23.00769424438477,3.916531821079872e-10,0.9923056364059448,1.683683609199349e-10,4.3861149379154085e-08
2474 可成,2010/12/31,3.0,763.0,45.97,0,0.94,7.82,24.42,1.11,-23.0,-30.0,60.0,218.0,31,0.0,0.0,0.0,0.0,0.0
2475 華映,2010/12/31,8.0,441.0,97.95,0,1.86,-9.78,-16.92,3.19,-34.0,-12.0,90.0,817.0,26,0.0,0.0,0.0,0.0,0.0
2484 希華,2010/12/31,6.0,396.0,2.47,0,1.21,1.41,5.74,3.61,-27.0,-20.0,28.0,26.0,28,0.0,0.0,0.0,0.0,0.0
2485 兆赫,2010/12/31,3.0,753.0,12.01,0,0.07,11.35,16.61,2.57,-11.0,4.0,4.0,93.0,27,24.99662208557129,2.380111482125357e-06,6.003374099731445,2.8413322110160287e-15,1.3087212664686376e-06
2486 一詮,2010/12/31,5.0,627.0,9.04,0,0.69,7.28,11.29,2.26,-28.0,3.0,58.0,60.0,26,0.0,0.0,0.0,0.0,0.0
2491 吉祥全,2010/12/31,0.0,95.0,-5.87,0,7.11,-4.19,-52.55,3.2,9.0,87.0,63.0,10.0,26,0.0,0.0,0.0,0.0,0.0
2498 宏達電,2010/12/31,2.0,996.0,464.8,0,0.0,25.25,16.8,5.96,-13.0,4.0,0.0,2788.0,27,0.0,0.0,0.0,0.0,0.0
2504 國產,2010/12/31,4.0,720.0,45.45,0,0.61,3.97,6.38,1.81,-24.0,-8.0,30.0,235.0,14,0.0,0.0,0.0,0.0,0.0
2506 太設,2010/12/31,0.0,470.0,2.97,0,3.5,6.21,4.46,3.3,-2.0,53.0,144.0,81.0,14,8.617297172546388,19.384296417236328,1.2887516021728516,8.129157763603345e-11,7.709654808044434
2509 全坤建,2010/12/31,5.0,523.0,5.34,0,2.04,5.8,20.84,1.94,-2.0,-142.0,64.0,20.0,14,5.031959533691406,0.005900478921830654,2.7415053844451904,2.428561345080293e-11,1.2206343412399292
2511 太子,2010/12/31,6.0,559.0,9.85,1,3.19,5.52,16.42,2.23,0.0,34.0,168.0,147.0,14,0.0,0.0,0.0,0.0,0.0
2515 中工,2010/12/31,6.0,507.0,-4.43,1,0.39,1.82,2.18,0.98,-7.0,-41.0,33.0,163.0,14,0.0,0.0,0.0,0.0,0.0
2527 宏璟,2010/12/31,7.0,31.0,-12.51,1,9.87,2.78,-6.97,1.62,5.0,8232.0,72.0,5.0,14,0.0,0.0,0.0,0.0,0.0
2528 皇普,2010/12/31,9.0,-35.0,-0.55,0,132.49,-2.4,-227.6,2.89,544.0,90475.0,50.0,0.0,14,0.0,0.0,0.0,0.0,0.0
2534 宏盛,2010/12/31,6.0,364.0,-18.18,1,3.19,4.88,38.36,0.91,0.0,436.0,82.0,25.0,14,0.0,0.0,0.0,0.0,0.0
2536 宏普,2010/12/31,4.0,473.0,-13.71,1,0.46,7.08,25.84,0.6,13.0,205.0,52.0,37.0,14,0.0,0.0,0.0,0.0,0.0
2540 愛山林,2010/12/31,0.0,-216.0,-0.03,0,18.95,-5.98,-120.05,1.77,91.0,-156.0,246.0,0.0,14,0.0,0.0,0.0,0.0,0.0
2547 日勝生,2010/12/31,6.0,758.0,-13.85,1,2.59,11.8,27.77,3.0,-25.0,-575.0,98.0,140.0,14,0.0,0.0,0.0,0.0,0.0
2606 裕民,2010/12/31,4.0,901.0,79.26,0,1.65,13.56,44.1,1.34,3.0,0.0,55.0,113.0,15,0.0,0.0,0.0,0.0,0.0
2610 華航,2010/12/31,6.0,488.0,246.25,0,1.9,6.07,10.84,2.17,-7.0,0.0,232.0,1477.0,15,0.0,0.0,0.0,0.0,0.0
2611 志信,2010/12/31,9.0,219.0,6.13,0,3.53,2.05,-4.23,2.99,-2.0,-88.0,73.0,16.0,15,0.0,0.0,0.0,0.0,0.0
2612 中航,2010/12/31,5.0,702.0,12.51,0,3.24,8.2,33.19,2.09,1.0,0.0,65.0,42.0,15,0.0,0.0,0.0,0.0,0.0
2613 中櫃,2010/12/31,7.0,421.0,2.57,0,1.16,1.88,4.84,1.98,-3.0,0.0,62.0,26.0,15,0.0,0.0,0.0,0.0,0.0
2616 山隆,2010/12/31,5.0,572.0,10.09,0,0.03,5.43,1.47,1.88,-1.0,0.0,7.0,154.0,23,1.0,1.817181708224303e-29,2.8656376207655148e-24,2.242692611155225e-32,2.2426092509733365e-30
2633 台灣高鐵,2010/12/31,9.0,-542.0,73.23,1,32.32,1.48,32.83,2.34,0.0,0.0,1632.0,276.0,15,0.0,0.0,0.0,0.0,0.0
2636 台驊投控,2010/12/31,6.0,539.0,1.63,0,0.01,8.58,3.44,0.41,8.0,-1.0,57.0,60.0,15,0.0,0.0,0.0,0.0,0.0
2705 六福,2010/12/31,7.0,313.0,2.04,0,2.18,1.93,5.8,2.47,-1.0,60.0,60.0,27.0,16,0.0,0.0,0.0,0.0,0.0
2727 王品,2010/12/31,4.0,710.0,8.01,0,0.0,24.01,13.33,0.0,0.0,11.0,0.0,58.0,16,0.0,0.0,0.0,0.0,0.0
2841 台開,2010/12/31,9.0,-95.0,8.41,0,11.76,1.53,-28.27,0.64,-442.0,0.0,148.0,4.0,14,0.0,0.0,0.0,0.0,0.0
2905 三商,2010/12/31,5.0,537.0,532.66,0,0.04,-2.37,0.12,0.62,-5.0,-11.0,51.0,1175.0,18,0.0,0.0,0.0,0.0,0.0
2915 潤泰全,2010/12/31,6.0,617.0,12.8,0,0.87,9.97,0.61,0.92,0.0,-18.0,50.0,69.0,18,0.0,0.0,0.0,0.0,0.0
3004 豐達科,2010/12/31,0.0,175.0,1.07,0,3.21,7.25,10.08,2.49,-4.0,-48.0,252.0,9.0,10,1.0,1.0081610590880447e-27,2.298462654131881e-15,1.1839434777106872e-27,2.0
3008 大立光,2010/12/31,3.0,903.0,43.02,0,0.0,23.35,37.75,0.0,-4.0,-7.0,1.0,124.0,26,0.0,0.0,0.0,0.0,0.0
3015 全漢,2010/12/31,4.0,725.0,9.83,0,0.02,7.46,6.49,4.93,-13.0,-4.0,1.0,190.0,28,0.0,0.0,0.0,0.0,0.0
3018 同開,2010/12/31,7.0,450.0,-0.31,0,0.22,5.4,3.88,4.09,-49.0,-29.0,19.0,9.0,31,0.0,0.0,0.0,0.0,0.0
3026 禾伸堂,2010/12/31,4.0,652.0,0.08,1,0.16,5.1,6.57,0.95,-4.0,1.0,24.0,149.0,28,19.96334457397461,1.3763409856260012e-10,0.036656513810157776,2.3348951216917158e-08,1.0
3027 盛達,2010/12/31,6.0,369.0,-1.41,0,0.19,-1.68,-2.18,1.33,-10.0,-5.0,20.0,18.0,27,0.0,0.0,0.0,0.0,0.0
3036 文曄,2010/12/31,4.0,731.0,1.73,1,0.1,7.73,2.72,1.3,-12.0,-11.0,69.0,637.0,29,0.0,0.0,0.0,0.0,0.0
3037 欣興,2010/12/31,3.0,840.0,121.89,0,0.51,8.34,13.37,1.37,-16.0,-4.0,50.0,650.0,28,0.0,0.0,0.0,0.0,0.0
3041 揚智,2010/12/31,4.0,762.0,8.55,0,0.01,13.56,17.65,0.0,6.0,1.0,0.0,42.0,24,0.0,0.0,0.0,0.0,0.0
3045 台灣大,2010/12/31,1.0,975.0,259.94,0,0.47,18.03,26.13,2.68,-1.0,3.0,28.0,701.0,27,0.0,0.0,0.0,0.0,0.0
3049 和鑫,2010/12/31,6.0,498.0,8.38,0,1.37,-1.87,3.61,2.35,12.0,-2.0,42.0,61.0,26,0.0,0.0,0.0,0.0,0.0
3052 夆典,2010/12/31,6.0,472.0,13.99,0,1.81,3.01,10.78,1.86,5.0,68.0,71.0,26.0,14,0.0,0.0,0.0,0.0,0.0
3054 立萬利,2010/12/31,6.0,386.0,0.78,0,0.02,-2.81,-3.26,1.06,2.0,5.0,0.0,10.0,24,3.0,1.0800286757068099e-27,3.061001915882333e-18,2.0770409186797917e-31,4.758838306418104e-18
3058 立德,2010/12/31,6.0,539.0,2.6,0,0.07,5.5,2.74,1.12,-10.0,-3.0,49.0,88.0,28,5.0,1.517108634990234e-17,3.753636568237795e-10,2.0362599156701894e-19,1.5820856573397445e-17
3090 日電貿,2010/12/31,5.0,582.0,1.57,0,0.03,10.1,9.15,1.9,-35.0,1.0,0.0,33.0,28,0.0,0.0,0.0,0.0,0.0
3130 一零四,2010/12/31,5.0,710.0,4.34,0,0.0,15.88,12.94,0.0,-3.0,0.0,0.0,23.0,30,0.0,0.0,0.0,0.0,0.0
3149 正達,2010/12/31,5.0,608.0,-0.27,1,0.56,11.26,20.67,1.11,7.0,10.0,51.0,28.0,26,8.203804969787598,0.0012417224934324622,10.823283195495604,5.696552035422063e-14,0.9716705083847046
3167 大量,2010/12/31,5.0,648.0,2.24,0,0.28,14.49,15.67,1.64,-94.0,-195.0,45.0,24.0,5,0.0,0.0,0.0,0.0,0.0
3321 同泰,2010/12/31,9.0,-911.0,-4.01,0,4.24,-12.7,-12.81,3.51,-24.0,-9.0,520.0,12.0,28,4.828674793243408,1.4433827744131378e-10,0.0011945293517783284,1.7403322568382835e-17,1.1701306104660034
3406 玉晶光,2010/12/31,5.0,548.0,5.05,0,1.06,7.88,15.29,3.32,-38.0,-39.0,58.0,46.0,26,37.89693832397461,7.927684782771394e-05,7.774555206298827,5.00047702897688e-12,0.32842817902565
