公司,年月,TCRI,總分,CFO,CFO不一致,利息支出率,資產報酬%,營業利益%,借款息%,平均收款天增減,平均售貨天增減,借款依存度%,營收,TSE產業別,c_0,c_1,c_2,c_3,c_4
1507 永大,2016/12/30,4.0,678.0,22.34,0,0.0,5.62,11.08,0.0,15.0,9.0,0.0,196.0,5,0.0,0.0,0.0,0.0,0.0
1513 中興電,2016/12/30,5.0,505.0,3.89,0,0.26,3.24,3.82,1.06,-7.0,-27.0,48.0,127.0,5,0.0,0.0,0.0,0.0,0.0
1515 力山,2016/12/30,6.0,369.0,0.21,0,1.34,2.65,3.01,2.59,-7.0,-3.0,79.0,37.0,5,2.0,6.949454684223814e-17,1.0745271339374083e-09,3.270168802631933e-18,1.0358431424677352e-16
1516 川飛,2016/12/30,8.0,449.0,0.87,0,0.0,5.37,1.36,0.8,2.0,20.0,0.0,7.0,20,0.0,0.0,0.0,0.0,0.0
1521 大億,2016/12/30,4.0,676.0,4.86,0,0.02,13.66,7.7,3.99,0.0,-3.0,0.0,59.0,5,3.0,1.0,7.442042996943722e-21,2.1577141085614703e-30,3.2532404175300867e-28
1525 江申,2016/12/30,6.0,552.0,0.2,0,0.13,12.37,1.43,1.07,-10.0,-4.0,4.0,12.0,5,0.0,0.0,0.0,0.0,0.0
1529 樂士,2016/12/30,9.0,185.0,0.1,0,0.99,-9.74,-1.7,2.35,-679.0,-274.0,42.0,3.0,5,0.9999997615814208,2.0,2.664413898401108e-07,3.2474073641891913e-20,4.63557157104333e-08
1532 勤美,2016/12/30,7.0,593.0,29.07,0,1.52,5.45,14.36,1.91,15.0,86.0,61.0,141.0,5,0.0,0.0,0.0,0.0,0.0
1535 中宇,2016/12/30,4.0,529.0,-3.73,1,0.09,3.5,6.11,0.49,2.0,-1.0,61.0,85.0,5,0.0,0.0,0.0,0.0,0.0
1538 正峰新,2016/12/30,9.0,165.0,0.44,0,2.63,-2.23,-12.03,2.55,7.0,3.0,126.0,7.0,5,0.0,0.0,0.0,0.0,0.0
1539 巨庭,2016/12/30,6.0,484.0,3.55,0,1.0,7.55,11.23,2.42,5.0,-7.0,110.0,30.0,5,0.0,0.0,0.0,0.0,0.0
1558 伸興,2016/12/30,4.0,750.0,9.04,0,0.08,14.24,17.44,1.05,-1.0,-2.0,9.0,60.0,5,0.0,0.0,0.0,0.0,0.0
1560 中砂,2016/12/30,4.0,664.0,7.95,0,0.08,10.52,17.25,1.2,0.0,-22.0,5.0,41.0,5,0.0,0.0,0.0,0.0,0.0
1583 程泰,2016/12/30,5.0,439.0,15.08,0,0.95,3.19,10.11,1.43,-3.0,23.0,73.0,65.0,5,0.0,0.0,0.0,0.0,0.0
1611 中電,2016/12/30,6.0,292.0,0.31,0,0.76,-3.7,2.99,1.42,-8.0,1.0,34.0,27.0,6,5.014496326446533,0.9999951124191284,3.9855833053588867,1.8795134245079732e-14,5.999925136566162
1612 宏泰,2016/12/30,4.0,394.0,0.42,0,0.03,0.68,0.71,3.11,3.0,-2.0,1.0,32.0,6,0.0,0.0,0.0,0.0,0.0
1614 三洋電,2016/12/30,4.0,584.0,3.5,0,0.12,5.48,6.45,2.65,-2.0,2.0,5.0,54.0,6,0.0,0.0,0.0,0.0,0.0
1618 合機,2016/12/30,6.0,366.0,4.64,0,0.0,1.25,2.04,0.0,59.0,-11.0,0.0,20.0,6,0.0,0.0,0.0,0.0,0.0
1701 中化,2016/12/30,6.0,428.0,1.94,0,0.62,3.44,5.23,1.27,4.0,0.0,51.0,58.0,22,3.0056967735290527,1.0000373125076294,0.9942612648010254,5.772980010698703e-11,4.669485861086287e-06
1707 葡萄王,2016/12/30,4.0,808.0,24.26,0,0.34,21.06,24.38,1.79,1.0,-18.0,21.0,92.0,22,29.999675750732425,2.0,0.0003091466205660254,2.4277751507826954e-15,3.000014305114746
1718 中纖,2016/12/30,7.0,580.0,157.77,0,1.92,0.42,10.02,1.86,6.0,1.0,65.0,318.0,21,1.0000004768371582,7.745280754534177e-07,0.9999986886978148,5.642743217126878e-11,1.333436694395118e-09
1721 三晃,2016/12/30,7.0,577.0,9.16,0,0.54,7.06,8.91,1.6,23.0,36.0,45.0,36.0,21,2.0,1.787405969430426e-25,4.354069881374468e-18,2.133103131284632e-29,5.3630176160339445e-25
1723 中碳,2016/12/30,3.0,747.0,9.33,0,0.14,11.64,19.45,0.63,1.0,6.0,20.0,50.0,21,0.0,0.0,0.0,0.0,0.0
1724 台硝,2016/12/30,6.0,534.0,2.8,0,0.09,6.75,9.46,1.0,-6.0,-7.0,12.0,21.0,21,0.0,0.0,0.0,0.0,0.0
1726 永記,2016/12/30,3.0,670.0,11.31,0,0.0,10.27,15.78,1.02,5.0,-4.0,0.0,76.0,21,0.0,0.0,0.0,0.0,0.0
1732 毛寶,2016/12/30,6.0,322.0,0.22,0,0.0,-4.08,-4.13,0.0,-1.0,14.0,0.0,5.0,21,0.0,0.0,0.0,0.0,0.0
1733 五鼎,2016/12/30,5.0,530.0,2.98,0,0.46,6.88,15.06,2.08,-16.0,1.0,19.0,18.0,22,0.0,0.0,0.0,0.0,0.0
1762 中化生,2016/12/30,7.0,290.0,2.61,0,0.55,2.34,5.75,1.27,7.0,-16.0,29.0,12.0,22,7.0,5.2360108682984005e-21,2.6237287692400417e-14,1.4266984330496e-24,3.1950335060519037e-18
1786 科妍,2016/12/30,6.0,431.0,0.38,0,2.25,-1.87,13.22,1.98,28.0,-40.0,35.0,2.0,22,0.0,0.0,0.0,0.0,0.0
1805 寶徠,2016/12/30,8.0,-19.0,-2.79,0,31.78,-6.7,-479.15,2.67,110.0,3591.0,61.0,0.0,14,0.0,0.0,0.0,0.0,0.0
1902 台紙,2016/12/30,5.0,447.0,6.04,0,0.38,0.13,0.03,1.84,8.0,5.0,10.0,43.0,9,5.0,8.660939943641598e-16,6.116398765243503e-08,3.791958262138293e-19,2.8351022159263384e-13
1903 士紙,2016/12/30,7.0,-15.0,-1.34,0,30.67,-2.29,-305.57,1.19,7.0,394.0,67.0,1.0,9,0.0,0.0,0.0,0.0,0.0
1904 正隆,2016/12/30,5.0,576.0,37.41,0,1.28,2.28,4.52,2.26,3.0,2.0,101.0,401.0,9,0.0,0.0,0.0,0.0,0.0
1905 華紙,2016/12/30,5.0,535.0,20.46,0,0.42,1.47,1.73,1.5,-1.0,-15.0,32.0,220.0,9,0.0,0.0,0.0,0.0,0.0
1907 永豐餘,2016/12/30,5.0,466.0,51.95,0,1.52,0.86,1.7,1.86,0.0,-3.0,124.0,634.0,9,0.0,0.0,0.0,0.0,0.0
2002 中鋼,2016/12/30,3.0,582.0,554.78,0,1.38,3.35,7.32,1.43,1.0,3.0,84.0,2931.0,10,0.0,0.0,0.0,0.0,0.0
2008 高興昌,2016/12/30,8.0,258.0,-1.91,0,2.95,-1.41,-4.5,1.82,9.0,-3.0,64.0,11.0,10,0.0,0.0,0.0,0.0,0.0
2013 中鋼構,2016/12/30,6.0,249.0,-2.62,0,0.42,-0.01,-0.03,1.14,7.0,-4.0,151.0,171.0,10,0.0,0.0,0.0,0.0,0.0
2020 美亞,2016/12/30,7.0,528.0,5.11,0,0.72,8.62,10.72,1.88,-6.0,3.0,54.0,45.0,10,1.0,1.0,3.851493963032615e-15,2.4639673478935364e-25,1.0
2025 千興,2016/12/30,0.0,365.0,3.99,0,0.76,4.09,0.06,2.32,-6.0,4.0,77.0,36.0,10,30.002216339111328,1.4058644771575928,2.2326157093048096,2.9988586902618413,1.3604438304901123
2027 大成鋼,2016/12/30,7.0,351.0,38.06,0,1.29,3.03,3.14,2.31,3.0,13.0,180.0,477.0,10,4.396696090698241,5.53619938727934e-05,1.296393632888794,2.59304957470367e-14,1.306855320930481
2028 威致,2016/12/30,0.0,-12.0,4.4,0,1.25,1.38,0.8,2.7,-12.0,1.0,283.0,66.0,10,3.995471477508545,0.0004180824907962233,1.0040994882583618,1.9901362691143726e-07,2.00001072883606
2034 允強,2016/12/30,4.0,627.0,3.21,1,0.13,7.58,3.95,0.88,-5.0,0.0,40.0,176.0,10,0.0,0.0,0.0,0.0,0.0
2049 上銀,2016/12/30,7.0,518.0,44.3,0,1.18,3.32,11.57,1.28,-23.0,-15.0,94.0,161.0,5,11.000003814697266,2.0254991054534908,5.974494457244872,0.9999999403953552,3.035030886167078e-06
2059 川湖,2016/12/30,3.0,771.0,17.02,0,0.0,16.4,45.28,0.0,3.0,-7.0,0.0,45.0,28,5.0,2.2909334510556313e-17,6.607482616605155e-11,7.542274830523988e-21,7.514433600976313e-17
2062 橋椿,2016/12/30,4.0,579.0,11.28,0,0.84,7.29,14.01,1.14,6.0,17.0,93.0,62.0,20,18.839998245239254,3.33831538801288e-11,0.1609574258327484,7.16989401877699e-12,0.9990436434745787
2103 台橡,2016/12/30,4.0,665.0,9.08,1,0.56,4.12,6.7,1.82,-2.0,-5.0,50.0,270.0,11,23.999940872192386,4.560150500765303e-06,2.084850311279297,0.5052903294563293,0.4099147617816925
2104 國際中橡,2016/12/30,4.0,778.0,25.94,0,1.94,6.06,20.16,3.66,2.0,-9.0,43.0,159.0,11,0.0,0.0,0.0,0.0,0.0
2105 正新,2016/12/30,3.0,834.0,272.72,0,0.82,8.55,15.78,1.79,-4.0,-6.0,63.0,1174.0,11,0.0,0.0,0.0,0.0,0.0
2204 中華,2016/12/30,4.0,781.0,29.86,0,0.03,5.76,6.4,1.47,-2.0,-10.0,2.0,407.0,12,0.0,0.0,0.0,0.0,0.0
2206 三陽工業,2016/12/30,6.0,490.0,47.5,0,0.89,-0.19,1.31,2.19,9.0,-27.0,82.0,355.0,12,9.00989818572998,1.1552318710528198e-06,1.9362807273864744,0.976597011089325,0.07722268253564835
2301 光寶科,2016/12/30,3.0,727.0,142.4,0,0.24,4.78,5.36,1.47,3.0,-5.0,43.0,2296.0,25,0.0,0.0,0.0,0.0,0.0
2308 台達電,2016/12/30,1.0,822.0,309.6,0,0.18,8.49,9.98,1.71,0.0,3.0,16.0,2144.0,28,0.0,0.0,0.0,0.0,0.0
2314 台揚,2016/12/30,7.0,523.0,2.68,0,0.3,3.34,3.69,2.08,-4.0,-27.0,37.0,76.0,27,0.0,0.0,0.0,0.0,0.0
2316 楠梓電,2016/12/30,5.0,463.0,5.03,0,0.64,0.4,2.27,1.47,3.0,12.0,28.0,49.0,28,0.0,0.0,0.0,0.0,0.0
2323 中環,2016/12/30,7.0,424.0,12.79,0,1.51,-5.67,-8.58,2.84,-3.0,6.0,25.0,109.0,26,0.0,0.0,0.0,0.0,0.0
2324 仁寶,2016/12/30,3.0,664.0,13.49,1,0.12,2.86,1.51,1.48,11.0,-2.0,67.0,7668.0,25,0.0,0.0,0.0,0.0,0.0
2330 台積電,2016/12/30,1.0,1010.0,5461.61,0,0.35,19.02,40.03,1.37,-2.0,-12.0,18.0,9479.0,24,0.0,0.0,0.0,0.0,0.0
2331 精英,2016/12/30,4.0,494.0,6.66,0,0.13,-4.26,-6.02,2.2,25.0,8.0,17.0,299.0,25,0.0,0.0,0.0,0.0,0.0
2332 友訊,2016/12/30,5.0,459.0,6.58,0,0.15,-4.07,-0.14,1.63,-3.0,-19.0,26.0,229.0,27,0.0,0.0,0.0,0.0,0.0
2337 旺宏,2016/12/30,7.0,461.0,54.21,0,1.27,-0.03,-6.12,2.48,-4.0,-24.0,56.0,241.0,24,13.999418258666992,2.6970465114573017e-06,4.000575542449951,2.5475641561578658e-12,3.877072686009342e-06
2338 光罩,2016/12/30,6.0,347.0,1.44,0,0.01,-6.09,-6.22,5.44,7.0,-9.0,0.0,12.0,24,0.0,0.0,0.0,0.0,0.0
2340 光磊,2016/12/30,5.0,559.0,6.94,0,0.62,5.18,11.24,2.41,-2.0,13.0,12.0,55.0,26,0.0,0.0,0.0,0.0,0.0
2344 華邦電,2016/12/30,5.0,759.0,99.91,0,0.56,5.11,10.11,2.07,-6.0,-5.0,22.0,421.0,24,0.0,0.0,0.0,0.0,0.0
2348 海悅,2016/12/30,7.0,348.0,1.89,0,3.17,1.16,6.43,2.14,22.0,357.0,47.0,4.0,20,0.0,0.0,0.0,0.0,0.0
2353 宏碁,2016/12/30,4.0,589.0,92.08,0,0.11,0.47,0.2,3.68,-2.0,10.0,11.0,2327.0,25,0.0,0.0,0.0,0.0,0.0
2358 廷鑫,2016/12/30,8.0,-110.0,0.78,0,0.23,-12.6,-7.71,1.45,-13.0,-1.0,246.0,19.0,20,0.0,0.0,0.0,0.0,0.0
2371 大同,2016/12/30,8.0,296.0,42.0,0,5.53,-1.0,-4.87,3.84,-5.0,14.0,126.0,777.0,5,5.057317733764648,3.0130672454833984,7.9304518699646,4.740723369422994e-09,0.9991636872291564
2376 技嘉,2016/12/30,4.0,761.0,39.16,0,0.19,6.62,3.39,7.0,-4.0,1.0,1.0,523.0,25,0.0,0.0,0.0,0.0,0.0
2383 台光電,2016/12/30,4.0,874.0,26.01,1,0.12,15.14,17.08,1.95,0.0,1.0,13.0,221.0,28,0.0,0.0,0.0,0.0,0.0
2388 威盛,2016/12/30,9.0,398.0,-10.19,0,0.92,-0.2,-26.98,1.32,-4.0,-7.0,83.0,49.0,24,0.0,0.0,0.0,0.0,0.0
2390 云辰,2016/12/30,7.0,243.0,-1.99,0,1.04,-8.44,-25.32,2.34,2.0,6.0,14.0,8.0,31,0.0,0.0,0.0,0.0,0.0
2392 正崴,2016/12/30,5.0,567.0,83.34,0,0.4,0.73,-0.17,1.92,10.0,11.0,59.0,905.0,28,0.0,0.0,0.0,0.0,0.0
2408 南亞科,2016/12/30,6.0,751.0,159.46,0,1.75,4.66,20.54,1.76,0.0,-8.0,42.0,416.0,24,0.0,0.0,0.0,0.0,0.0
2409 友達,2016/12/30,6.0,644.0,366.96,0,0.99,2.35,3.12,2.72,0.0,-2.0,63.0,3291.0,26,0.0,0.0,0.0,0.0,0.0
2412 中華電,2016/12/30,1.0,909.0,649.52,0,0.01,9.29,21.0,1.16,4.0,0.0,0.0,2300.0,27,0.0,0.0,0.0,0.0,0.0
2419 仲琦,2016/12/30,6.0,631.0,0.6,1,0.37,7.04,8.55,2.01,2.0,3.0,40.0,88.0,27,0.0,0.0,0.0,0.0,0.0
2429 銘旺科,2016/12/30,9.0,209.0,0.78,0,1.08,2.56,0.79,2.09,-26.0,10.0,137.0,10.0,28,0.0,0.0,0.0,0.0,0.0
2438 翔耀,2016/12/30,8.0,435.0,0.81,0,1.18,3.58,12.31,2.14,56.0,8.0,20.0,4.0,26,0.0,0.0,0.0,0.0,0.0
2439 美律,2016/12/30,4.0,798.0,34.12,0,0.18,10.64,10.58,1.83,-14.0,-16.0,27.0,169.0,27,0.0,0.0,0.0,0.0,0.0
2444 兆勁,2016/12/30,8.0,463.0,3.37,0,0.65,3.5,4.02,2.65,-6.0,-6.0,42.0,15.0,27,0.0,0.0,0.0,0.0,0.0
2448 晶電,2016/12/30,6.0,507.0,67.87,0,1.55,-2.52,-1.43,2.9,-38.0,-8.0,17.0,255.0,26,76.46554565429688,2.000793218612671,13.210600852966307,2.0,8.323055267333983
2450 神腦,2016/12/30,4.0,778.0,5.31,0,0.01,9.6,2.4,5.47,3.0,-3.0,1.0,341.0,27,0.0,0.0,0.0,0.0,0.0
2451 創見,2016/12/30,2.0,824.0,27.74,1,0.01,12.33,14.85,1.35,5.0,5.0,0.0,221.0,24,0.0,0.0,0.0,0.0,0.0
2461 光群雷,2016/12/30,6.0,463.0,5.01,0,0.79,4.04,9.43,1.73,-17.0,-1.0,78.0,51.0,31,0.0,0.0,0.0,0.0,0.0
2472 立隆電,2016/12/30,5.0,564.0,5.02,0,0.59,5.83,12.16,1.5,-5.0,-5.0,51.0,61.0,28,0.0,0.0,0.0,0.0,0.0
2474 可成,2016/12/30,2.0,884.0,242.48,1,0.3,12.41,35.6,0.77,33.0,-9.0,31.0,791.0,31,81.04500579833984,1.6307112673530355e-05,2.696006298065185,4.868621181230992e-05,3.25892186164856
2475 華映,2016/12/30,8.0,287.0,20.5,0,9.76,-0.26,-5.85,4.53,-17.0,0.0,118.0,331.0,26,0.0,0.0,0.0,0.0,0.0
2484 希華,2016/12/30,6.0,523.0,3.25,0,0.29,5.6,9.39,1.91,-2.0,-7.0,15.0,30.0,28,0.0,0.0,0.0,0.0,0.0
2485 兆赫,2016/12/30,3.0,640.0,4.43,0,0.01,5.16,6.06,7.0,1.0,-4.0,0.0,133.0,27,0.0,0.0,0.0,0.0,0.0
2486 一詮,2016/12/30,6.0,405.0,3.73,0,0.96,-0.48,2.36,2.21,17.0,7.0,56.0,49.0,26,0.0,0.0,0.0,0.0,0.0
2491 吉祥全,2016/12/30,0.0,-147.0,-0.29,0,7.08,-1.01,-13.85,1.9,-24.0,93.0,193.0,3.0,26,0.0,0.0,0.0,0.0,0.0
2498 宏達電,2016/12/30,5.0,286.0,-96.68,0,0.01,-11.83,-16.08,0.0,8.0,22.0,0.0,782.0,27,0.0,0.0,0.0,0.0,0.0
2504 國產,2016/12/30,6.0,22.0,-46.26,0,2.37,-10.83,-16.56,2.29,-3.0,-3.0,143.0,260.0,14,7.8108582496643075,0.8021620512008667,11.196477890014648,3.2358819623823365e-08,0.19050168991088867
2506 太設,2016/12/30,8.0,229.0,4.68,0,6.89,1.66,11.2,3.47,-2.0,-334.0,59.0,23.0,14,0.0,0.0,0.0,0.0,0.0
2509 全坤建,2016/12/30,6.0,96.0,-1.88,0,10.31,0.03,5.84,2.49,42.0,4155.0,68.0,6.0,14,0.0,0.0,0.0,0.0,0.0
2511 太子,2016/12/30,5.0,584.0,17.44,0,3.53,3.72,12.55,2.2,-44.0,279.0,80.0,121.0,14,0.0,0.0,0.0,0.0,0.0
2515 中工,2016/12/30,6.0,391.0,0.32,0,1.42,0.98,2.54,1.68,41.0,298.0,45.0,95.0,14,0.0,0.0,0.0,0.0,0.0
2527 宏璟,2016/12/30,7.0,-83.0,-35.16,1,23.56,1.58,-2.1,1.97,69.0,6772.0,141.0,7.0,14,0.0,0.0,0.0,0.0,0.0
2528 皇普,2016/12/30,8.0,93.0,-0.28,0,7.81,-0.61,-11.46,2.58,2.0,-85.0,36.0,1.0,14,0.0,0.0,0.0,0.0,0.0
2536 宏普,2016/12/30,5.0,513.0,-4.12,1,1.32,5.96,26.3,1.86,-1.0,-371.0,35.0,48.0,14,0.0,0.0,0.0,0.0,0.0
2540 愛山林,2016/12/30,9.0,146.0,-20.73,1,12.25,3.94,37.97,2.83,-51.0,915.0,125.0,12.0,14,0.0,0.0,0.0,0.0,0.0
2547 日勝生,2016/12/30,9.0,-1465.0,-80.49,1,39.29,-5.16,-147.89,2.89,137.0,2502.0,508.0,34.0,14,0.0,0.0,0.0,0.0,0.0
2606 裕民,2016/12/30,5.0,270.0,15.34,0,8.49,-0.14,-9.28,1.48,-1.0,0.0,128.0,64.0,15,0.0,0.0,0.0,0.0,0.0
2610 華航,2016/12/30,6.0,370.0,175.45,0,1.22,1.47,3.37,1.54,-1.0,0.0,203.0,1411.0,15,0.0,0.0,0.0,0.0,0.0
2611 志信,2016/12/30,8.0,290.0,0.01,0,2.48,0.36,-1.5,2.07,3.0,-3.0,55.0,12.0,15,1.0000057220458984,1.00353741645813,0.9964569807052612,2.4546986665541226e-09,1.1513268230499764e-14
2612 中航,2016/12/30,5.0,402.0,9.38,0,5.23,1.5,13.85,1.72,-1.0,0.0,97.0,33.0,15,0.0,0.0,0.0,0.0,0.0
2613 中櫃,2016/12/30,7.0,363.0,-3.04,1,1.5,1.93,4.18,1.91,3.0,3.0,62.0,26.0,15,0.0,0.0,0.0,0.0,0.0
2616 山隆,2016/12/30,5.0,580.0,5.97,0,0.11,6.24,2.24,2.19,1.0,1.0,22.0,156.0,23,0.0,0.0,0.0,0.0,0.0
2633 台灣高鐵,2016/12/30,7.0,-511.0,59.3,1,20.73,2.11,33.91,2.08,2.0,0.0,645.0,406.0,15,0.0,0.0,0.0,0.0,0.0
2636 台驊投控,2016/12/30,5.0,500.0,0.09,0,0.27,3.03,1.98,3.05,0.0,0.0,40.0,97.0,15,0.0,0.0,0.0,0.0,0.0
2642 宅配通,2016/12/30,5.0,440.0,1.51,0,0.0,3.84,2.72,0.0,-1.0,0.0,0.0,26.0,15,0.0,0.0,0.0,0.0,0.0
2705 六福,2016/12/30,8.0,219.0,-3.49,0,2.6,-2.7,-9.54,2.21,7.0,-28.0,80.0,32.0,16,0.0,0.0,0.0,0.0,0.0
2727 王品,2016/12/30,4.0,671.0,22.24,0,0.0,6.97,5.25,0.0,1.0,-25.0,0.0,161.0,16,0.0,0.0,0.0,0.0,0.0
2739 寒舍,2016/12/30,5.0,572.0,4.31,0,0.01,8.79,7.22,1.58,1.0,2.0,2.0,42.0,16,2.7541613578796387,1.7069758541765626e-05,0.17063239216804504,2.411439936622628e-10,2.0751893520355225
2841 台開,2016/12/30,9.0,-6.0,-15.1,1,130.51,-1.72,-198.1,3.68,267.0,-740.0,65.0,3.0,14,0.0,0.0,0.0,0.0,0.0
2905 三商,2016/12/30,5.0,748.0,946.07,0,0.08,0.43,0.02,0.86,-1.0,1.0,54.0,1937.0,18,1.0,8.830827959704944e-31,5.435035193261901e-25,1.248891629049019e-36,6.454332749808013e-34
2915 潤泰全,2016/12/30,6.0,488.0,-3.68,0,4.62,16.28,-4.38,1.23,-2.0,94.0,70.0,57.0,18,0.0,0.0,0.0,0.0,0.0
3004 豐達科,2016/12/30,5.0,451.0,2.34,0,0.5,7.45,17.07,0.89,7.0,-13.0,132.0,16.0,10,0.0,0.0,0.0,0.0,0.0
3008 大立光,2016/12/30,2.0,972.0,239.98,1,0.0,25.09,59.48,0.0,20.0,17.0,0.0,484.0,26,42.9037971496582,1.0206527709960938,4.075566291809082,2.2944620425846548e-08,4.9999823570251465
3015 全漢,2016/12/30,4.0,531.0,0.93,0,0.02,1.1,0.97,3.05,-10.0,-3.0,1.0,153.0,28,0.0,0.0,0.0,0.0,0.0
3018 同開,2016/12/30,7.0,245.0,-0.86,0,0.51,1.28,1.97,2.24,-29.0,0.0,62.0,18.0,31,0.0,0.0,0.0,0.0,0.0
3026 禾伸堂,2016/12/30,4.0,570.0,0.77,0,0.12,3.24,3.55,0.98,3.0,-2.0,19.0,132.0,28,0.0,0.0,0.0,0.0,0.0
3027 盛達,2016/12/30,6.0,333.0,2.72,0,1.11,1.22,-1.95,1.98,4.0,17.0,41.0,12.0,27,1.991428017616272,0.002110776025801897,8.006458282470701,1.8742109643768434e-13,2.9547284157160907e-06
3036 文曄,2016/12/30,4.0,517.0,-48.11,1,0.2,3.36,1.75,1.51,1.0,-3.0,140.0,1441.0,29,0.0,0.0,0.0,0.0,0.0
3037 欣興,2016/12/30,4.0,585.0,89.25,0,0.82,0.83,1.1,1.46,-4.0,1.0,71.0,626.0,28,0.0,0.0,0.0,0.0,0.0
3041 揚智,2016/12/30,6.0,395.0,-2.35,0,0.0,-4.17,-10.48,0.0,-2.0,2.0,0.0,34.0,24,10.791555404663086,0.0006294561899267138,6.207814693450928,1.1501536824180292e-14,2.8253850814508036e-07
3045 台灣大,2016/12/30,1.0,855.0,318.3,0,0.58,11.1,17.13,1.22,0.0,2.0,86.0,1166.0,27,0.0,0.0,0.0,0.0,0.0
3049 和鑫,2016/12/30,7.0,195.0,7.86,0,5.21,-0.74,-10.1,2.12,5.0,-6.0,136.0,27.0,26,0.0,0.0,0.0,0.0,0.0
3052 夆典,2016/12/30,6.0,184.0,-5.03,1,1.63,1.13,1.56,1.04,-41.0,13.0,161.0,29.0,14,0.0,0.0,0.0,0.0,0.0
3054 立萬利,2016/12/30,7.0,266.0,1.05,0,2.71,1.49,-2.8,2.89,-3.0,136.0,11.0,3.0,24,0.0,0.0,0.0,0.0,0.0
3058 立德,2016/12/30,6.0,412.0,0.06,0,0.18,2.33,1.59,1.1,5.0,7.0,35.0,52.0,28,0.0,0.0,0.0,0.0,0.0
3090 日電貿,2016/12/30,6.0,536.0,4.81,0,0.32,6.3,5.71,1.47,-7.0,2.0,71.0,84.0,28,0.0,0.0,0.0,0.0,0.0
3130 一零四,2016/12/30,4.0,748.0,3.95,0,0.0,15.31,23.3,0.0,-23.0,0.0,0.0,15.0,30,0.0,0.0,0.0,0.0,0.0
3149 正達,2016/12/30,0.0,-511.0,4.06,0,7.47,-5.61,-60.5,3.46,36.0,9.0,300.0,26.0,26,0.0,0.0,0.0,0.0,0.0
3167 大量,2016/12/30,5.0,434.0,0.48,0,0.93,5.98,11.55,1.83,-8.0,12.0,70.0,20.0,5,3.0,3.508069067749706e-27,4.8178566091479967e-20,7.277773286957862e-29,4.419646377167184e-27
3321 同泰,2016/12/30,7.0,203.0,-1.86,0,0.56,-6.52,-10.71,1.46,24.0,6.0,97.0,25.0,28,0.0,0.0,0.0,0.0,0.0
3406 玉晶光,2016/12/30,7.0,401.0,16.44,0,2.11,-0.38,5.66,3.28,-3.0,13.0,60.0,70.0,26,0.0,0.0,0.0,0.0,0.0
3494 誠研,2016/12/30,8.0,215.0,0.26,0,1.19,-2.75,-5.86,1.73,-7.0,-32.0,46.0,17.0,25,0.0,0.0,0.0,0.0,0.0
3528 安馳,2016/12/30,6.0,471.0,-0.19,0,0.22,7.69,5.43,2.88,4.0,18.0,10.0,31.0,29,0.0,0.0,0.0,0.0,0.0
3532 台勝科,2016/12/30,4.0,632.0,29.84,0,0.01,3.33,8.48,0.0,-2.0,-1.0,0.0,108.0,24,0.0,0.0,0.0,0.0,0.0
3591 艾笛森,2016/12/30,6.0,428.0,3.03,0,0.14,-0.59,-0.44,1.27,-2.0,-7.0,10.0,33.0,26,0.0,0.0,0.0,0.0,0.0
3593 力銘,2016/12/30,8.0,66.0,-1.29,0,4.33,-8.25,-10.03,4.48,6.0,8.0,107.0,7.0,28,0.0,0.0,0.0,0.0,0.0
3605 宏致,2016/12/30,5.0,482.0,2.88,0,0.37,2.92,4.61,1.7,-19.0,3.0,20.0,52.0,28,0.0,0.0,0.0,0.0,0.0
3673 TPK-KY,2016/12/30,6.0,372.0,127.61,0,1.24,-0.92,-1.6,2.7,2.0,12.0,130.0,892.0,26,20.0,0.0001089559373212978,1.999890804290772,1.9885873817852142e-14,1.0
3682 亞太電,2016/12/30,4.0,435.0,-18.73,0,0.0,-11.36,-49.7,0.0,8.0,-5.0,0.0,142.0,27,0.0,0.0,0.0,0.0,0.0
3701 大眾控,2016/12/30,0.0,374.0,-2.16,0,0.54,2.1,-0.14,1.48,32.0,5.0,107.0,104.0,25,3.701836976688355e-05,3.623336297664537e-09,0.27929532527923584,1.7172043301205694e-11,0.7206677198410034
3702 大聯大,2016/12/30,4.0,574.0,75.8,0,0.25,3.68,1.59,1.99,3.0,-1.0,145.0,5369.0,29,13.0,1.4411930351343472e-06,2.000669240951538,1.1106613641753604e-15,0.9993287324905396
3705 永信,2016/12/30,4.0,469.0,6.46,0,0.64,5.21,9.46,1.83,-1.0,16.0,41.0,62.0,22,0.0,0.0,0.0,0.0,0.0
4119 旭富,2016/12/30,4.0,603.0,5.02,0,0.11,11.92,28.07,3.67,-1.0,5.0,0.0,19.0,22,0.0,0.0,0.0,0.0,0.0
4141 龍燈-KY,2016/12/30,8.0,378.0,14.06,0,3.68,4.36,5.3,4.73,11.0,-4.0,132.0,101.0,22,6.0,3.620951891069565e-31,3.2839433825460325e-23,1.244319104252551e-32,2.9707202319856603e-30
4414 如興,2016/12/30,8.0,153.0,0.4,0,1.87,-8.18,-4.41,3.76,-16.0,-30.0,112.0,28.0,4,0.0,0.0,0.0,0.0,0.0
4532 瑞智,2016/12/30,4.0,685.0,13.99,1,0.48,6.92,11.22,1.54,-8.0,-5.0,57.0,177.0,5,0.0,0.0,0.0,0.0,0.0
4746 台耀,2016/12/30,6.0,498.0,11.1,0,1.21,7.69,22.03,1.72,-10.0,-18.0,45.0,32.0,22,0.0,0.0,0.0,0.0,0.0
