公司碼,日期,序碼,說明,出事原因
1447 力鵬,2012/6/22,01A14,3.處理過程: 法院判決本公司不得無故自行或指定他人對力鵬公司拒發、短發選,7 訴訟案件
1447 力鵬,2012/6/22,01A15,票或表決票，亦不得無故剔除或不計入力鵬公司之表決權或選舉權數，惟該判,7 訴訟案件
1447 力鵬,2012/6/22,01A16,決並未剝奪本公司在股東會中對於股份是否有表決權及選舉票是否有效之初步,7 訴訟案件
1447 力鵬,2012/6/22,01A17,審查權; 另力鵬公司擬自行指派計票員、監票員，法院認為對股東會中計票員,7 訴訟案件
1447 力鵬,2012/6/22,01A18,及監票員之指定，屬股東會主席之職權，故駁回力鵬公司之請求。,7 訴訟案件
1314 中石化,2012/6/22,01001,"＊發生其他負面事件,訴訟案件",7 訴訟案件
1314 中石化,2012/6/22,01A01,1.就力麗企業股份有限公司以排除侵害為由對本公司向台北地院提出定暫時狀態,7 訴訟案件
1314 中石化,2012/6/22,01A02,假處分乙事，說明之。,7 訴訟案件
1314 中石化,2012/6/22,01A03,2.發生原委(含爭訟標的): 力麗企業股份有限公司(以下稱力麗公司)向本公司以,7 訴訟案件
1314 中石化,2012/6/22,01A04,排除侵害為由，向台北地方法院聲請定暫時狀態假處分。經台北地方法院裁定,7 訴訟案件
1314 中石化,2012/6/22,01A05,聲請人，即力麗公司，得以新台幣一億八千七百八十五萬元或同額之商業銀行,7 訴訟案件
1314 中石化,2012/6/22,01A06,無記名可轉讓定期存單為相對人供擔保後，相對人不得以聲請人提名之獨立董,7 訴訟案件
1314 中石化,2012/6/22,01A07,事候選人呂東英與馬嘉應之文件未備齊為由，不予列入相對人民國一○一年度,7 訴訟案件
1314 中石化,2012/6/22,01A08,股東常會之獨立董事候選人名單。另法院也於裁定指出，公開發行公司之獨立,7 訴訟案件
1314 中石化,2012/6/22,01A09,董事提名審查權限屬董事會所有，其所檢視事項非僅止備齊文件一項而已，尚,7 訴訟案件
1314 中石化,2012/6/22,01A10,包括諸多積極及消極之審查，及公司本身對獨立董事之特殊要求，由於雙方所,7 訴訟案件
1314 中石化,2012/6/22,01A11,爭執僅為聲請人是否備齊文件，故力麗公司以不得以「任何理由」排除呂東英,7 訴訟案件
1314 中石化,2012/6/22,01A12,與馬嘉應之獨立董事被提名人資格請求，核無理由。力麗公司其餘請求「於相,7 訴訟案件
1314 中石化,2012/6/22,01A13,對人民國101年6月27日股東常會選舉獨立董事時，相對人不得剔除、封存或以,7 訴訟案件
1314 中石化,2012/6/22,01A14,他法排除股東選舉呂東英先生或馬嘉應先生為獨立董事之選舉權」等均遭法院,7 訴訟案件
1314 中石化,2012/6/22,01A15,駁回。,7 訴訟案件
1314 中石化,2012/6/22,01A16,3.處理過程: 法院附有條件之裁准力麗公司需提出一億八千七百八十五萬元作為,7 訴訟案件
1314 中石化,2012/6/22,01A17,擔保金後，並僅限定本公司不得以力麗公司提名的獨立董事候選人文件未備齊,7 訴訟案件
1314 中石化,2012/6/22,01A18,為由，不予列入，此外，法院也說明，公開發行公司之獨立董事提名審查權限,7 訴訟案件
1314 中石化,2012/6/22,01A19,屬董事會所有，其所檢視事項不僅備齊文件而已，尚包括諸多積極及消極之審,7 訴訟案件
1314 中石化,2012/6/22,01A20,查，及公司本身對獨立董事之特殊要求。因此，力麗公司以不得以「任何理由,7 訴訟案件
1314 中石化,2012/6/22,01A21,」排除呂東英與馬嘉應之獨董資格請求，核無理由。此外，力麗公司其餘之請,7 訴訟案件
1314 中石化,2012/6/22,01A22,求，於法不合，均遭法院駁回。,7 訴訟案件
1314 中石化,2012/6/22,02001,"＊發生其他負面事件,訴訟案件",7 訴訟案件
1314 中石化,2012/6/22,02A01,1.就力鵬企業股份有限公司以維護股東權益為由對本公司向台北地院提出撤銷股,7 訴訟案件
1314 中石化,2012/6/22,02A02,東會之訴乙事，說明之。,7 訴訟案件
1314 中石化,2012/6/22,02A03,2.發生原委(含爭訟標的): 力鵬企業股份有限公司向本公司以維護股東權益為由,7 訴訟案件
1314 中石化,2012/6/22,02A04,，向台北地院法院聲請撤銷股東會決議之訴。經台北地方法院判決被告中國石,7 訴訟案件
1314 中石化,2012/6/22,02A05,油化學工業股份有限公司(以下稱中石化公司)及沈慶京在民國一百零一年六月,7 訴訟案件
1314 中石化,2012/6/22,02A06,二十七日召開之中石化公司股東常會中，針對原告持有之中石化公司股份，不,7 訴訟案件
1314 中石化,2012/6/22,02A07,得無故自行或指定他人對原告拒發、短發選票或表決票，亦不得無故剔除或不,7 訴訟案件
1314 中石化,2012/6/22,02A08,計入原告之表決權或選舉權數。聲請人其餘聲明 「不得拒絕原告(力鵬企業股,7 訴訟案件
1314 中石化,2012/6/22,02A09,份有限公司)指定之被告中石化股東擔任被告中石化民國101年度股東常會選舉,7 訴訟案件
1314 中石化,2012/6/22,02A10,事項及臨時動議之計票員，不得拒絕原告指定之被告中石化股東擔任被告中石,7 訴訟案件
1314 中石化,2012/6/22,02A11,化民國101年度股東常會選舉事項及臨時動議之監票員;被告中石化於民國 101,7 訴訟案件
1314 中石化,2012/6/22,02A12,年6月27日召開之民國101年度股東常會董事(含獨立董事)及監察人選舉案之選,7 訴訟案件
1314 中石化,2012/6/22,02A13,舉結果應予撤銷」等均駁回。,7 訴訟案件
1314 中石化,2012/6/22,02A14,3.處理過程: 法院判決本公司不得無故自行或指定他人對力鵬公司拒發、短發選,7 訴訟案件
1314 中石化,2012/6/22,02A15,票或表決票，亦不得無故剔除或不計入力鵬公司之表決權或選舉權數，惟該判,7 訴訟案件
1314 中石化,2012/6/22,02A16,決並未剝奪本公司在股東會中對於股份是否有表決權及選舉票是否有效之初步,7 訴訟案件
1314 中石化,2012/6/22,02A17,審查權; 另力鵬公司擬自行指派計票員、監票員，法院認為對股東會中計票員,7 訴訟案件
1314 中石化,2012/6/22,02A18,及監票員之指定，屬股東會主席之職權，故駁回力鵬公司之請求。,7 訴訟案件
1326 台化,2012/6/22,01001,"＊發生其他負面事件,環保與安全",9 環保與安全
1326 台化,2012/6/22,01A01,1.雲林縣環保局稽查麥寮廠區，以 E大排閘門有廢水溢流現象，認為違反水污染,9 環保與安全
1326 台化,2012/6/22,01A02,防治法暨水污染防治措施及檢測申報管理辦法之規定處新台幣21萬元罰鍰。,9 環保與安全
1301 台塑,2012/6/21,01001,"＊發生其他負面事件,環保與安全",9 環保與安全
1301 台塑,2012/6/21,01A01,1.六輕跳電 損失達40億,9 環保與安全
1301 台塑,2012/6/21,01A02,2.台塑六輕昨（20）日中午發生跳電意外，南亞海豐廠區與麥寮近一半廠區被迫,9 環保與安全
1301 台塑,2012/6/21,01A03,拖累停爐；其中，台塑化除年產70萬噸的輕油裂解一廠處於歲修外，旗下年產,9 環保與安全
1301 台塑,2012/6/21,01A04,各100萬噸、120萬噸的輕油裂解二、三廠全面受挫停擺，影響最為沈重。經緊,9 環保與安全
1301 台塑,2012/6/21,01A05,急檢修後，下午4點全數恢復供電。,9 環保與安全
1301 台塑,2012/6/21,01A06,3.由於跳電後，石化廠均需進行全面謹慎檢查後才能重新開車，此一跳電對台塑,9 環保與安全
1301 台塑,2012/6/21,01A07,三寶約影響一、二個工作天， 台塑化二套輕油裂解廠約五個工作天； 以六輕,9 環保與安全
1301 台塑,2012/6/21,01A08,"2011年產值1兆5,381億元、跳電產能受阻40％估算，恐造成新台幣40億元的產",9 環保與安全
1301 台塑,2012/6/21,01A09,值損失。,9 環保與安全
6505 台塑化,2012/6/21,01001,"＊發生其他負面事件,環保與安全",9 環保與安全
6505 台塑化,2012/6/21,01A01,1.六輕跳電 損失達40億,9 環保與安全
6505 台塑化,2012/6/21,01A02,2.台塑六輕昨（20）日中午發生跳電意外，南亞海豐廠區與麥寮近一半廠區被迫,9 環保與安全
6505 台塑化,2012/6/21,01A03,拖累停爐；其中，台塑化除年產70萬噸的輕油裂解一廠處於歲修外，旗下年產,9 環保與安全
6505 台塑化,2012/6/21,01A04,各100萬噸、120萬噸的輕油裂解二、三廠全面受挫停擺，影響最為沈重。經緊,9 環保與安全
6505 台塑化,2012/6/21,01A05,急檢修後，下午4點全數恢復供電。,9 環保與安全
6505 台塑化,2012/6/21,01A06,3.由於跳電後，石化廠均需進行全面謹慎檢查後才能重新開車，此一跳電對台塑,9 環保與安全
6505 台塑化,2012/6/21,01A07,三寶約影響一、二個工作天， 台塑化二套輕油裂解廠約五個工作天； 以六輕,9 環保與安全
6505 台塑化,2012/6/21,01A08,"2011年產值1兆5,381億元、跳電產能受阻40％估算，恐造成新台幣40億元的產",9 環保與安全
6505 台塑化,2012/6/21,01A09,值損失。,9 環保與安全
1301 台塑,2012/6/20,01001,"＊發生其他負面事件,環保與安全",9 環保與安全
1301 台塑,2012/6/20,01A01,1.說明6/20麥寮六輕廠區公用廠跳電對本公司之影響,9 環保與安全
1301 台塑,2012/6/20,01A02,2.發生緣由:6/20麥寮六輕廠區公用廠跳電,9 環保與安全
1301 台塑,2012/6/20,01A03,3.其他應敘明事項:今日(6月20日)11點55分麥寮六輕廠區台塑石化公司公用部汽,9 環保與安全
1301 台塑,2012/6/20,01A04,二區60萬瓩UPA機組定檢後進行電網併聯時，因161KV雙母線迴路(A/B)之B母線,9 環保與安全
1301 台塑,2012/6/20,01A05,迴路瞬間接地，造成本公司麥寮廠區除碳纖廠外全部停車，目前已將故障之16,9 環保與安全
1301 台塑,2012/6/20,01A06,1KV B母線迴路隔離，由另一161KV A母線迴路送電中，本公司各廠將於送電迴,9 環保與安全
1301 台塑,2012/6/20,01A07,路詳細檢查安全無虞後逐步恢復開車。,9 環保與安全
9933 中鼎,2012/6/20,01001,"＊發生其他負面事件,其他違法事件",0 其他違法事件
9933 中鼎,2012/6/20,01A01,1.澄清101/06/20壹週刊報導,0 其他違法事件
9933 中鼎,2012/6/20,01A02,2.報導內容:桃縣府涉圖利中鼎工程,0 其他違法事件
9933 中鼎,2012/6/20,01A03,3.公司對該等報導或提供訊息之說明: 本公司秉持合法公平競爭原則參加桃園地,0 其他違法事件
9933 中鼎,2012/6/20,01A04,區污水下水道BOT案投標。該報導有多項內容與事實不符， 本公司將去函要求,0 其他違法事件
9933 中鼎,2012/6/20,01A05,更正。由於本案正值審標階段，為恐該報導造成誤導，特此公告澄清。,0 其他違法事件
6505 台塑化,2012/6/20,01001,"＊發生其他負面事件,環保與安全",9 環保與安全
6505 台塑化,2012/6/20,01A01,1.說明6/20麥寮六輕廠區跳電對本公司之影響,9 環保與安全
6505 台塑化,2012/6/20,01A02,2.發生緣由:6/20麥寮六輕廠區跳電,9 環保與安全
6505 台塑化,2012/6/20,01A03,3.其他應敘明事項:今日(6月20日)11點55分麥寮六輕廠區本公司公用廠 60萬UPA,9 環保與安全
6505 台塑化,2012/6/20,01A04,機組定檢後進行併聯測試，因 161KV雙母供電線路(A/B)之B線路瞬間接地，造,9 環保與安全
6505 台塑化,2012/6/20,01A05,成本公司麥寮廠區除煉油廠外全部停車，目前本公司公用廠已將故障之 161KV,9 環保與安全
6505 台塑化,2012/6/20,01A06,B供電線路隔離，由另一161KV A線路送電中，故本公司各廠已陸續復電，將於,9 環保與安全
6505 台塑化,2012/6/20,01A07,安全檢查無虞後陸續恢復開車。,9 環保與安全
3532 台勝科,2012/6/20,01001,"＊發生其他負面事件,環保與安全",9 環保與安全
3532 台勝科,2012/6/20,01A01,1.說明6/20麥寮六輕廠區公用廠跳電對本公司之影響,9 環保與安全
3532 台勝科,2012/6/20,01A02,2.發生緣由:6/20麥寮六輕廠區公用廠跳電,9 環保與安全
3532 台勝科,2012/6/20,01A03,3.其他應敘明事項:今日(6月20日)11點55分麥寮六輕廠區台塑石化公司公用部汽,9 環保與安全
3532 台勝科,2012/6/20,01A04,二區60萬瓩UPA機組定檢後進行電網併聯時，因161KV雙母線迴路(A/B)之B母線,9 環保與安全
3532 台勝科,2012/6/20,01A05,迴路瞬間接地，造成本公司矽晶圓廠全部停車，目前已將故障之 161KV B母線,9 環保與安全
3532 台勝科,2012/6/20,01A06,迴路隔離，由另一161KV A母線迴路送電中， 本公司矽晶圓廠將於送電迴路詳,9 環保與安全
3532 台勝科,2012/6/20,01A07,細檢查安全無虞後逐步恢復開車。,9 環保與安全
1326 台化,2012/6/20,01001,"＊發生其他負面事件,環保與安全",9 環保與安全
1326 台化,2012/6/20,01A01,1.麥寮區及海豐區生產廠跳停說明,9 環保與安全
1326 台化,2012/6/20,01A02,2.發生緣由:今日(6月20日)11點55分六輕廠區塑化公用部汽二區60萬瓩 UPA機組,9 環保與安全
1326 台化,2012/6/20,01A03,定檢後進行電網併聯時，因161KV雙母線迴路(A/B)之B母線迴路瞬間接地， 造,9 環保與安全
1326 台化,2012/6/20,01A04,成麥寮區(部份)及海豐區(全部)生產廠跳停，目前已將故障之 161KV B母線迴,9 環保與安全
1326 台化,2012/6/20,01A05,路隔離，由另一161KV A母線迴路送電中， 台化各廠送電迴路詳細檢查安全無,9 環保與安全
1326 台化,2012/6/20,01A06,虞後逐步復車中。,9 環保與安全
2409 友達,2012/6/18,01001,"＊發生其他負面事件,訴訟案件",7 訴訟案件
2409 友達,2012/6/18,01A01,1.湯姆笙控侵權 友達打贏官司,7 訴訟案件
2409 友達,2012/6/18,01A02,2.友達（2409）在美被控侵權案，再獲一勝！友達昨天公告，湯姆笙授權公司（,7 訴訟案件
2409 友達,2012/6/18,01A03,Thomson Licensing）在美國國際貿易委員會（ITC）申請調查友達及其美國子,7 訴訟案件
2409 友達,2012/6/18,01A04,公司的專利侵權案件，ITC已於美國時間6月15日確認「友達並未違規」決定，,7 訴訟案件
2409 友達,2012/6/18,01A05,友達光電對此表示欣慰。,7 訴訟案件
1472 三洋紡,2012/6/15,01001,"＊發生其他負面事件,其他",U 其他
1472 三洋紡,2012/6/15,01A01,1.公告6/12豪大雨對本公司財務及業務之影響,U 其他
1472 三洋紡,2012/6/15,01A02,2.發生緣由:6/12豪大雨造成本公司位於桃園龜山工業區工廠水患。,U 其他
1472 三洋紡,2012/6/15,01A03,3.因應措施:部份存貨受潮，估計損失約700萬元，廠務設備並無重大受損，經過,U 其他
1472 三洋紡,2012/6/15,01A04,清理及安全檢測後即可恢復生產，本公司已作好相關生產調配，對財務業務尚,U 其他
